chr	coor_s	coor_e	ids	jumps
12	127431783	127433073	id1576	1.0
12	128646240	128647427	id1577	1.0
12	128647472	128648739	id1578	1.0
12	128844627	128845770	id1579	1.0
12	128845825	128846963	id1580	1.0
12	128935334	128936882	id1581	1.0
12	128942098	128944680	id1582	2.0
12	129013589	129015477	id1583	1.0
12	129855070	129857012	id1584	1.0
12	129857024	129858989	id1585	1.0
12	131166731	131168217	id1586	1.0
12	131200645	131211154	id1587	1.0
12	131224516	131227236	id1588	1.0
12	131231933	131236542	id1589	1.0
12	131242803	131245500	id1590	1.0
12	131246366	131251033	id1591	1.0
12	131268043	131275124	id1592	1.0
12	131282231	131309862	id1593	1.0
12	131310492	131317881	id1594	1.0
12	131325505	131330240	id1595	1.0
12	131331531	131346684	id1596	1.0
12	131390971	131402659	id1597	1.0
12	131407899	131412764	id1598	1.0
12	131413596	131416292	id1599	1.0
12	131427651	131432530	id1600	1.0
12	131438101	131441069	id1601	1.0
12	131452839	131454549	id1602	1.0
12	131466478	131476599	id1603	1.0
12	131487243	131488755	id1604	1.0
12	131621928	131631343	id1606	1.0
12	131631566	131636917	id1607	1.0
12	131640594	131647597	id1608	1.0
12	131650303	131684649	id1609	1.0
12	131960843	131961912	id1610	1.0
12	132104211	132105280	id1611	1.0
12	132510442	132511943	id1612	1.0
12	132692200	132693667	id1613	1.0
12	132693682	132695254	id1614	1.0
12	133054636	133056015	id1615	1.0
12	133241320	133256931	id1616	1.0
12	133260643	133265029	id1617	1.0
13	18172239	18179472	id1618	3.0
13	18180061	18237026	id1619	2.0
13	18237105	18358106	id1620	3.0
13	18408106	18876015	id1621	3.0
13	18876035	18880027	id1622	1.0
13	18880034	18889402	id1623	2.0
13	18889414	18928257	id1624	2.0
13	18930582	18933645	id1625	1.0
13	18937857	18943190	id1626	1.0
13	18961181	18965885	id1627	1.0
13	19024034	19036537	id1628	1.0
13	19043655	19045772	id1629	2.0
13	19047200	19051854	id1630	1.0
13	19067499	19091976	id1631	1.0
13	19091984	19103096	id1632	1.0
13	19188233	19199280	id1633	1.0
13	19199294	19212828	id1634	2.0
13	19219714	19231393	id1635	2.0
13	19297064	19304742	id1636	1.0
13	19330154	19348560	id1637	1.0
13	19348587	19377688	id1638	1.0
13	19377734	19520402	id1639	5.0
13	19525791	19533813	id1640	4.0
13	19543521	19563661	id1641	3.0
13	19565511	19571725	id1642	1.0
13	19574002	19581709	id1643	1.0
13	19586323	19599512	id1644	1.0
13	19646440	19648380	id1645	1.0
13	19700837	19711615	id1646	1.0
13	19717493	19720084	id1647	1.0
13	19741588	19742716	id1648	1.0
13	19743840	19756063	id1649	1.0
13	19862976	19864979	id1650	1.0
13	19957378	19959401	id1651	1.0
13	20947945	20949956	id1652	1.0
13	20961230	20962281	id1653	4.0
13	21101723	21103221	id1654	1.0
13	21188012	21216652	id1655	2.0
13	21216658	21259567	id1656	2.0
13	21259623	21277313	id1657	2.0
13	21296986	21307986	id1658	1.0
13	21308462	21309665	id1659	1.0
13	21309754	21310999	id1660	1.0
13	21315405	21366004	id1661	2.0
13	21372583	21376657	id1662	2.0
13	21405241	21406381	id1663	1.0
13	21530688	21531840	id1664	1.0
13	22832143	22838400	id1665	2.0
13	22848600	22849906	id1666	1.0
13	22850308	22851429	id1667	1.0
13	22851772	22854142	id1668	1.0
13	22911590	22970442	id1669	2.0
13	23134172	23135887	id1670	1.0
13	23880085	23904739	id1671	2.0
13	23940551	23946299	id1672	1.0
13	24121032	24123815	id1673	1.0
13	24307223	24394436	id1674	3.0
13	24395722	24418824	id1675	2.0
13	24418836	24450955	id1676	1.0
13	24467626	24500888	id1677	1.0
13	24501820	24504469	id1678	1.0
13	24512966	24516389	id1679	1.0
13	24537297	24565703	id1680	1.0
13	24565986	24571125	id1681	1.0
13	24572073	24578156	id1682	1.0
13	24579423	24604488	id1683	2.0
13	24608627	24610409	id1684	1.0
13	24678468	24679833	id1685	1.0
13	24928256	24931937	id1686	1.0
13	24932338	24990630	id1687	4.0
13	24991074	24993800	id1688	1.0
13	24998568	25015662	id1689	1.0
13	25017325	25020406	id1690	3.0
13	25025581	25030843	id1691	1.0
13	25030962	25032077	id1692	1.0
13	25096012	25098571	id1693	1.0
13	25159945	25165521	id1694	1.0
13	26065641	26078494	id1695	1.0
13	26100197	26102945	id1696	1.0
13	26208816	26209869	id1697	1.0
13	26212774	26215594	id1698	1.0
13	26403954	26405214	id1699	1.0
13	27066155	27069384	id1700	1.0
13	27696092	27697237	id1701	1.0
13	28214454	28216185	id1702	1.0
13	28300404	28303368	id1703	1.0
13	28598840	28600193	id1704	1.0
13	28720863	28724155	id1705	2.0
13	28777568	28782341	id1706	1.0
13	29038899	29049029	id1707	1.0
13	29204378	29214182	id1708	1.0
13	29306804	29307974	id1709	1.0
13	29338636	29353714	id1710	2.0
13	30459852	30461536	id1711	1.0
13	30524550	30525720	id1712	1.0
13	30553667	30555474	id1713	1.0
13	34047338	34049601	id1714	1.0
13	34499102	34500201	id1715	1.0
13	34918479	34929858	id1716	1.0
13	34996552	34998001	id1717	2.0
13	35034492	35072696	id1718	3.0
13	35094512	35133766	id1719	1.0
13	36522108	36524643	id1720	1.0
13	36938172	36939526	id1721	1.0
13	38360709	38363003	id1722	1.0
13	38586214	38587633	id1723	1.0
13	39142404	39143763	id1724	1.0
13	39330571	39331947	id1725	1.0
13	40036354	40038981	id1726	1.0
13	40619334	40622391	id1727	1.0
13	40713967	40719211	id1728	1.0
13	40730726	40760551	id1729	2.0
13	40771593	40774922	id1730	1.0
13	40776215	40789046	id1731	1.0
13	40792036	40795508	id1732	2.0
13	40807949	40837717	id1733	2.0
13	40844908	40864074	id1734	2.0
13	40881605	40924716	id1735	2.0
13	40989563	40992799	id1736	1.0
13	41383681	41385155	id1737	1.0
13	41421396	41442550	id1738	2.0
13	41442562	41456435	id1739	2.0
13	42067714	42071875	id1740	2.0
13	42447572	42464709	id1741	1.0
13	42504109	42515975	id1742	1.0
13	43602097	43603361	id1743	1.0
13	44594767	44596146	id1744	2.0
13	44939247	44941323	id1745	1.0
13	45376512	45379401	id1746	1.0
13	45380526	45383970	id1747	1.0
13	45389293	45391426	id1748	2.0
13	45913978	45915441	id1749	1.0
13	46270336	46271888	id1750	1.0
13	46407147	46464236	id1751	1.0
13	46464328	46466565	id1752	2.0
13	46466600	46468294	id1753	1.0
13	46505126	46508509	id1754	1.0
13	47763384	47764601	id1755	2.0
13	48326374	48328500	id1756	1.0
13	49263758	49265483	id1757	1.0
13	49884799	49894236	id1758	2.0
13	50043510	50045234	id1759	1.0
13	50171995	50173621	id1760	2.0
13	51907140	51911567	id1761	2.0
13	52162644	52168321	id1762	1.0
13	52169339	52172906	id1763	2.0
13	52172971	52195030	id1764	1.0
13	52197731	52310301	id1765	2.0
13	52311360	52315052	id1766	1.0
13	52315060	52318747	id1767	1.0
13	52318763	52344009	id1768	4.0
13	52361782	52366325	id1769	1.0
13	52371943	52377778	id1770	1.0
13	52477267	52596729	id1771	3.0
13	52601272	52613244	id1772	1.0
13	52616908	52640246	id1773	1.0
13	52642431	52643798	id1774	4.0
13	52655973	52659106	id1775	1.0
13	52846768	52848244	id1776	1.0
13	53200193	53201670	id1777	1.0
13	53904188	53906935	id1778	2.0
13	57139162	57153743	id1779	1.0
13	57158405	57173450	id1780	1.0
13	58524498	58532305	id1781	2.0
13	60274719	60277804	id1782	2.0
13	61118610	61120091	id1783	1.0
13	62929546	62950960	id1784	1.0
13	62956335	62969071	id1785	1.0
13	63023672	63063769	id1786	1.0
13	63716791	63727377	id1787	1.0
13	63737496	63758888	id1788	3.0
13	63758930	63769516	id1789	1.0
13	63780492	63844263	id1790	3.0
13	65441538	65442669	id1791	1.0
13	65787530	65788763	id1792	2.0
13	67266749	67267782	id1793	2.0
13	67831569	67832844	id1794	1.0
13	67902173	67916410	id1795	3.0
13	68986116	68990210	id1796	1.0
13	70073615	70074728	id1797	1.0
13	70389953	70392846	id1798	1.0
13	70923662	70925610	id1799	1.0
13	71674954	71676001	id1800	2.0
13	71997529	71998740	id1801	1.0
13	75237775	75241301	id1802	1.0
13	76592726	76593748	id1803	1.0
13	77659375	77664045	id1804	2.0
13	78171285	78172366	id1805	1.0
13	81689893	81691094	id1806	2.0
13	83906247	83907793	id1807	1.0
13	86252979	86269524	id1808	1.0
13	86277269	86279507	id1809	1.0
13	89355925	89358140	id1810	1.0
13	89359752	89361475	id1811	1.0
13	89361841	89363159	id1812	1.0
13	89832822	89834065	id1813	2.0
13	90171762	90175441	id1814	1.0
13	91781218	91821965	id1815	1.0
13	91825853	91842041	id1816	1.0
13	91879218	91882333	id1817	1.0
13	91897065	91915771	id1818	2.0
13	91923729	91926381	id1819	1.0
13	91926421	91933737	id1820	2.0
13	91942700	91950709	id1821	1.0
13	92065174	92079000	id1822	1.0
13	92082137	92091495	id1823	1.0
13	92091538	92095990	id1824	1.0
13	92104704	92107312	id1825	1.0
13	92117743	92123865	id1826	1.0
13	92123944	92139321	id1827	1.0
13	92245978	92247333	id1828	1.0
13	92248066	92256829	id1829	1.0
13	92266774	92269391	id1830	1.0
13	92471748	92483759	id1831	1.0
13	92554549	92574126	id1832	1.0
13	92574546	92589612	id1833	1.0
13	92607206	92626054	id1834	1.0
13	92630633	92685538	id1835	1.0
13	94757326	94759276	id1836	1.0
13	94821887	94823101	id1837	1.0
13	97716148	97717760	id1838	1.0
13	98437381	98439065	id1839	1.0
13	98862878	98864013	id1840	1.0
13	100469228	100470672	id1841	2.0
13	100603932	100605143	id1842	1.0
13	102016605	102018788	id1843	1.0
13	103043999	103045140	id1844	1.0
13	110946316	110947931	id1845	1.0
13	110951231	110958101	id1846	1.0
13	111668941	111703855	id1847	1.0
13	111753855	111789116	id1848	1.0
13	112392641	112399632	id1850	1.0
13	112432786	112434412	id1851	1.0
13	112862657	112863999	id1852	1.0
13	112864116	112865459	id1853	1.0
13	113640116	113641466	id1854	1.0
13	114301728	114305808	id1855	2.0
13	114329467	114332356	id1856	1.0
13	114332628	114354328	id1857	3.0
14	16022637	16064155	id1858	2.0
14	16400163	16404348	id1859	2.0
14	18263850	18712644	id1860	5.0
14	18862644	19511713	id1861	5.0
14	19611713	19837263	id1862	4.0
14	19839189	19861576	id1863	1.0
14	19939023	19987693	id1864	1.0
14	20168826	20174082	id1865	1.0
14	20308223	20309260	id1866	1.0
14	20527249	20529022	id1867	1.0
14	20873492	20876121	id1868	1.0
14	20876458	20906048	id1869	2.0
14	20906511	20936689	id1870	2.0
14	20940070	20960034	id1871	1.0
14	21158283	21159942	id1872	1.0
14	21162418	21163796	id1873	2.0
14	21164313	21165970	id1874	1.0
14	21209429	21211923	id1875	2.0
14	21351503	21352820	id1876	1.0
14	21488596	21493259	id1877	1.0
14	21563756	21566024	id1878	2.0
14	21601704	21602857	id1879	1.0
14	21633820	21634874	id1880	1.0
14	21750210	21751639	id1881	1.0
14	22715750	22717493	id1882	1.0
14	23833676	23835801	id1883	1.0
14	23903576	23905670	id1884	1.0
14	23948147	24047428	id1885	1.0
14	24047434	24052371	id1886	1.0
14	25266240	25267449	id1887	4.0
14	26669912	26671084	id1888	1.0
14	27495383	27501221	id1889	1.0
14	27746958	27861171	id1890	2.0
14	28202809	28204570	id1891	1.0
14	28264833	28265974	id1892	1.0
14	28400656	28402017	id1893	1.0
14	30616306	30619521	id1894	1.0
14	31092906	31096450	id1895	1.0
14	32090498	32094386	id1896	1.0
14	32154617	32156367	id1897	1.0
14	32267263	32272213	id1898	1.0
14	32484097	32485118	id1899	1.0
14	32561818	32563465	id1900	1.0
14	34540666	34547856	id1901	1.0
14	34555246	34562448	id1902	1.0
14	34893954	34896184	id1903	1.0
14	34939313	34940492	id1904	1.0
14	35388060	35389142	id1905	1.0
14	35429748	35431326	id1906	1.0
14	35538362	35539692	id1907	1.0
14	35881716	35882771	id1908	1.0
14	36371317	36372375	id1909	1.0
14	37146179	37147506	id1910	1.0
14	38106582	38107646	id1911	1.0
14	39004298	39006837	id1912	1.0
14	39103292	39108929	id1913	1.0
14	39215063	39216312	id1914	1.0
14	39384543	39387128	id1915	2.0
14	41137800	41139509	id1916	1.0
14	41645955	41647126	id1917	1.0
14	41847768	41849219	id1918	1.0
14	44076150	44077882	id1919	1.0
14	44119417	44120445	id1920	1.0
14	44892464	44893568	id1921	1.0
14	45503141	45504300	id1922	2.0
14	45855335	45856503	id1923	1.0
14	46785453	46788403	id1924	1.0
14	46915315	46916427	id1925	1.0
14	48599232	48600371	id1926	1.0
14	49600000	49601225	id1927	1.0
14	49893467	49897052	id1928	1.0
14	50108634	50109714	id1929	1.0
14	50430010	50431245	id1930	1.0
14	50662510	50668259	id1931	1.0
14	50703827	50705060	id1932	1.0
14	51254347	51256039	id1933	1.0
14	51435978	51439313	id1934	1.0
14	51685368	51689946	id1935	1.0
14	51744777	51760064	id1936	1.0
14	51760366	51772090	id1937	2.0
14	52137180	52138559	id1938	1.0
14	52777261	52778458	id1939	1.0
14	54474484	54478158	id1940	1.0
14	54806746	54819037	id1941	1.0
14	55062616	55065353	id1942	1.0
14	55766157	55767278	id1943	2.0
14	56978381	56979692	id1944	1.0
14	57042061	57043378	id1945	1.0
14	57202627	57203685	id1946	1.0
14	57206801	57210064	id1947	1.0
14	57630178	57632382	id1948	1.0
14	57642462	57643607	id1949	1.0
14	58284708	58285824	id1950	1.0
14	58521027	58522646	id1951	2.0
14	60397706	60400514	id1952	1.0
14	60971442	60972574	id1953	1.0
14	61864214	61866108	id1954	1.0
14	62056069	62057087	id1955	1.0
14	63371364	63376108	id1956	1.0
14	63734691	63736225	id1957	1.0
14	64596891	64601951	id1958	2.0
14	64894126	64896817	id1959	2.0
14	66012432	66013928	id1960	2.0
14	66760503	66762148	id1961	1.0
14	67615386	67616541	id1962	1.0
14	67799003	67800925	id1963	2.0
14	68866672	68868030	id1964	1.0
14	68886522	68888183	id1965	3.0
14	69083350	69085699	id1966	2.0
14	69711748	69712781	id1967	1.0
14	70229775	70253402	id1968	2.0
14	70451718	70471666	id1969	1.0
14	70594742	70595887	id1970	1.0
14	72053160	72054240	id1971	1.0
14	72960348	72972913	id1972	2.0
14	73527707	73553592	id1973	1.0
14	73555731	73585769	id1974	1.0
14	74877841	74878863	id1975	1.0
14	74902193	74903743	id1976	1.0
14	75131468	75135007	id1977	1.0
14	75474112	75475154	id1978	1.0
14	76633186	76635740	id1979	3.0
14	80488210	80489909	id1980	1.0
14	80822427	80823621	id1981	4.0
14	82690346	82692873	id1982	1.0
14	84171312	84172835	id1983	1.0
14	87952529	87954008	id1984	1.0
14	89156174	89159961	id1985	2.0
14	89734708	89738742	id1986	2.0
14	89892021	89893778	id1987	1.0
14	90366201	90368928	id1988	1.0
14	90404380	90405576	id1989	1.0
14	91121315	91123443	id1990	1.0
14	91600556	91603469	id1991	2.0
14	91604180	91605477	id1992	2.0
14	91966003	91969895	id1993	1.0
14	92026419	92027573	id1994	2.0
14	92763803	92769806	id1995	1.0
14	92774401	92779719	id1996	1.0
14	93293679	93294842	id1997	1.0
14	94361177	94362507	id1998	1.0
14	94369230	94370967	id1999	1.0
14	94634202	94635590	id2000	1.0
14	94726207	94727258	id2001	2.0
14	95086229	95090665	id2002	1.0
14	96565163	96567092	id2003	1.0
14	99512029	99513569	id2004	1.0
14	100480912	100482099	id2005	2.0
14	103341302	103343171	id2006	1.0
14	103373953	103375245	id2007	1.0
14	103949326	103951097	id2008	1.0
14	104450916	104455374	id2009	1.0
14	104498909	104501635	id2010	1.0
14	105009940	105011935	id2012	1.0
14	105110345	105113248	id2013	2.0
14	105248601	105251085	id2015	1.0
14	105545422	105573554	id2016	2.0
14	105578422	105580454	id2017	1.0
14	105581977	105605359	id2018	1.0
14	105606409	105659869	id2019	2.0
14	105659877	105670138	id2020	1.0
14	105671124	105693781	id2021	2.0
14	105698286	105700380	id2022	1.0
14	105700906	105778039	id2023	4.0
14	105848837	105849966	id2024	1.0
14	105911365	105930024	id2025	1.0
14	105945124	105973787	id2026	2.0
14	105973843	105999822	id2027	2.0
14	106000761	106017498	id2028	2.0
14	106018370	106029466	id2029	2.0
14	106060859	106062778	id2030	1.0
14	106081822	106090749	id2031	3.0
14	106096751	106112697	id2032	1.0
14	106112778	106153251	id2033	4.0
14	106153305	106196990	id2034	2.0
14	106211092	106224499	id2035	1.0
14	106231790	106235674	id2036	1.0
14	106263336	106264832	id2037	1.0
14	106295924	106302584	id2038	1.0
14	106312950	106373299	id2039	3.0
14	106377432	106390425	id2040	2.0
14	106396937	106405572	id2041	1.0
14	106407879	106410998	id2042	1.0
14	106420587	106423790	id2043	2.0
14	106476875	106478209	id2044	1.0
14	106478216	106486521	id2045	1.0
14	106535302	106543656	id2046	2.0
14	106545379	106549701	id2047	1.0
14	106564304	106565814	id2048	1.0
14	106567395	106582578	id2049	1.0
14	106587424	106589224	id2050	1.0
14	106589272	106591148	id2051	1.0
14	106592521	106596310	id2052	1.0
14	106626117	106631675	id2053	2.0
14	106638163	106660764	id2054	3.0
14	106672409	106678539	id2055	2.0
14	106680568	106684963	id2056	1.0
14	106692240	106719145	id2057	1.0
14	106719156	106721480	id2058	2.0
14	106724885	106728772	id2059	1.0
14	106738786	106766554	id2060	1.0
14	106766994	106768485	id2061	1.0
14	106808269	106814764	id2062	1.0
14	106862078	106863335	id2063	1.0
14	106864649	106867225	id2064	1.0
14	106874713	106876301	id2065	1.0
14	106880460	106883160	id2066	6.0
15	19823621	19984220	id2067	4.0
15	19987818	20428912	id2068	9.0
15	20428924	20642147	id2069	2.0
15	20647412	20689298	id2070	2.0
15	20729746	20999973	id2071	4.0
15	20999983	21193490	id2072	5.0
15	21242090	21264974	id2073	3.0
15	21265253	21289469	id2074	1.0
15	21289478	21293739	id2075	1.0
15	21298795	21778502	id2076	6.0
15	21828502	22221065	id2077	7.0
15	22226634	22251796	id2078	3.0
15	22251947	22274481	id2079	1.0
15	22274518	22281535	id2080	2.0
15	22281653	22290631	id2081	1.0
15	22290673	22308242	id2082	2.0
15	22358242	22768868	id2083	7.0
15	22769591	22782169	id2084	1.0
15	23069447	23074352	id2086	2.0
15	23074397	23102071	id2087	1.0
15	23102958	23123138	id2088	2.0
15	23123714	23226874	id2089	3.0
15	23276874	23374764	id2090	2.0
15	23375277	23427347	id2091	2.0
15	23428250	23449429	id2092	1.0
15	23449438	23450769	id2093	1.0
15	23450937	23452313	id2094	1.0
15	23452657	23461890	id2095	1.0
15	23462716	23465364	id2096	1.0
15	23685679	23687303	id2097	1.0
15	24087204	24154836	id2098	1.0
15	24157282	24250757	id2099	1.0
15	24256707	24373579	id2100	2.0
15	24373593	24495017	id2101	2.0
15	24496953	24578602	id2102	2.0
15	24908854	24909880	id2103	2.0
15	25167285	25169694	id2104	1.0
15	25269652	25271058	id2105	1.0
15	25370565	25371814	id2106	1.0
15	25946971	25951178	id2107	4.0
15	27888672	27889772	id2108	1.0
15	28134729	28149518	id2109	1.0
15	28149911	28161445	id2110	1.0
15	28167648	28176609	id2111	2.0
15	28193119	28240250	id2112	1.0
15	28249983	28260102	id2113	2.0
15	28269583	28273447	id2114	1.0
15	28282650	28463178	id2115	5.0
15	28463185	28856539	id2116	10.0
15	28884813	28896579	id2117	1.0
15	28904825	28907446	id2118	1.0
15	28907486	28909721	id2119	1.0
15	28909736	28916885	id2120	1.0
15	29053771	29055911	id2121	1.0
15	29065471	29069337	id2122	1.0
15	29228978	29233760	id2123	1.0
15	29730610	29731821	id2124	5.0
15	30005618	30006801	id2125	1.0
15	30044722	30046094	id2126	1.0
15	30076788	30618102	id2127	5.0
15	30642954	30678023	id2128	2.0
15	30678215	30781397	id2129	1.0
15	30784115	30824834	id2130	2.0
15	30825205	30844901	id2131	2.0
15	30881918	30883235	id2132	1.0
15	30894273	30895578	id2133	1.0
15	30899427	30900685	id2134	1.0
15	31617789	31727417	id2135	1.0
15	31733016	31735058	id2136	1.0
15	31764141	31768318	id2137	1.0
15	32153205	32607507	id2138	6.0
15	33012322	33013398	id2139	1.0
15	34378801	34437851	id2140	5.0
15	34437882	34484763	id2141	1.0
15	34488668	34490482	id2142	1.0
15	34490742	34584931	id2143	5.0
15	34586899	34626105	id2144	2.0
15	34627010	34640716	id2145	1.0
15	35083216	35085308	id2146	2.0
15	35121041	35122248	id2147	1.0
15	35237215	35238275	id2148	1.0
15	35400628	35402465	id2149	2.0
15	36103430	36104437	id2150	1.0
15	36399255	36401591	id2151	1.0
15	36613401	36615477	id2152	3.0
15	36618624	36621727	id2153	1.0
15	36740020	36741115	id2154	1.0
15	37253992	37255504	id2155	1.0
15	38844647	38846754	id2156	1.0
15	39978771	39980620	id2157	1.0
15	40122416	40123465	id2158	1.0
15	40123488	40125292	id2159	1.0
15	40133772	40136813	id2160	2.0
15	40153334	40155456	id2161	1.0
15	40312289	40313353	id2162	1.0
15	41164256	41165587	id2163	1.0
15	41278763	41281887	id2164	2.0
15	41298040	41304490	id2165	1.0
15	41577885	41579308	id2166	1.0
15	42101132	42102339	id2167	1.0
15	42570013	42572856	id2168	1.0
15	42578643	42581357	id2169	2.0
15	42800761	42802470	id2170	1.0
15	42939259	42940404	id2171	1.0
15	43131043	43132683	id2172	1.0
15	43140100	43141266	id2173	2.0
15	43558937	43658153	id2174	1.0
15	43658491	43749512	id2175	1.0
15	43988484	43990193	id2176	1.0
15	44110928	44112142	id2177	1.0
15	44413333	44415757	id2178	1.0
15	44561027	44562085	id2179	1.0
15	44604200	44605948	id2180	1.0
15	44774691	44794504	id2181	1.0
15	44794777	44815693	id2182	1.0
15	44817436	44857549	id2183	2.0
15	44858486	44918791	id2184	1.0
15	44918895	44931475	id2185	1.0
15	44940534	44942853	id2186	1.0
15	44957503	44971664	id2187	1.0
15	44974925	45026649	id2188	1.0
15	45031634	45049216	id2189	1.0
15	45058580	45083192	id2190	1.0
15	45110627	45111964	id2191	1.0
15	45135094	45136432	id2192	1.0
15	45215441	45216466	id2193	1.0
15	45462791	45463989	id2194	1.0
15	45555653	45556740	id2195	2.0
15	46233725	46237597	id2196	1.0
15	46238738	46259685	id2197	1.0
15	47046646	47111938	id2198	3.0
15	48348529	48349600	id2199	1.0
15	49156321	49158632	id2200	2.0
15	49472100	49490297	id2201	2.0
15	49634535	49636885	id2202	1.0
15	50465043	50467122	id2203	1.0
15	50867579	50870438	id2204	1.0
15	50944620	50946572	id2205	1.0
15	52045829	52047016	id2206	2.0
15	52063899	52066261	id2207	2.0
15	52547045	52552105	id2208	1.0
15	52885517	52886548	id2209	2.0
15	52936831	52938583	id2210	1.0
15	55441796	55443070	id2211	1.0
15	56003304	56005922	id2212	1.0
15	56071552	56074078	id2213	1.0
15	56309722	56311127	id2214	1.0
15	57246573	57247983	id2215	1.0
15	57714533	57717555	id2216	1.0
15	57781572	57782682	id2217	1.0
15	58686386	58687456	id2218	1.0
15	58855696	58857216	id2219	2.0
15	59206326	59208508	id2220	2.0
15	60051675	60053323	id2221	1.0
15	60447975	60449823	id2222	1.0
15	60559637	60560723	id2223	1.0
15	62255620	62256745	id2224	1.0
15	62259865	62260971	id2225	1.0
15	62290507	62291823	id2226	1.0
15	62361218	62362472	id2227	1.0
15	62953033	62954530	id2228	2.0
15	63305613	63309120	id2229	1.0
15	64528471	64529609	id2230	1.0
15	65769703	65771296	id2231	1.0
15	65814728	65817537	id2232	2.0
15	66999984	67001137	id2233	2.0
15	67325348	67327432	id2234	1.0
15	67627788	67629476	id2235	2.0
15	68254541	68255733	id2236	2.0
15	68833744	68835360	id2237	1.0
15	69803013	69804127	id2238	1.0
15	70858634	70860363	id2239	1.0
15	71063029	71064066	id2240	1.0
15	71163264	71165515	id2241	4.0
15	72059181	72060399	id2242	1.0
15	72605531	72609425	id2243	2.0
15	72609749	72617180	id2244	1.0
15	72617667	72671373	id2245	2.0
15	72682053	72683710	id2246	1.0
15	72899078	72900361	id2247	2.0
15	74051745	74118012	id2248	3.0
15	74118646	74120301	id2249	1.0
15	74595608	74598046	id2250	1.0
15	75215972	75227998	id2251	2.0
15	75245724	75304798	id2252	2.0
15	75304848	75321376	id2253	1.0
15	75321412	75322455	id2254	1.0
15	75323039	75339445	id2255	2.0
15	75381921	75386986	id2256	3.0
15	75480313	75482930	id2257	2.0
15	75512491	75514448	id2258	1.0
15	75680569	75695830	id2259	2.0
15	75697886	75717575	id2260	1.0
15	75728339	75738232	id2261	2.0
15	75747573	75758851	id2262	2.0
15	75758860	75760203	id2263	2.0
15	75760219	75809632	id2264	2.0
15	75810078	75815578	id2265	1.0
15	75821687	75822911	id2266	1.0
15	75846817	75850869	id2267	2.0
15	75881298	75882410	id2268	1.0
15	76257102	76259376	id2269	1.0
15	76978969	76980529	id2270	1.0
15	77278454	77279850	id2271	2.0
15	77314069	77315649	id2272	1.0
15	77858910	77894171	id2273	2.0
15	77894525	77906195	id2274	2.0
15	77906295	77958908	id2275	3.0
15	77959062	77963931	id2276	2.0
15	77967353	78000833	id2277	1.0
15	78702064	78741294	id2278	3.0
15	78741558	78749757	id2279	1.0
15	78750630	78791488	id2280	2.0
15	78792739	78807043	id2281	1.0
15	79236168	79239011	id2282	3.0
15	79556562	79560535	id2283	1.0
15	79667858	79669370	id2284	1.0
15	79742354	79760559	id2285	2.0
15	81117277	81118340	id2286	1.0
15	81208389	81209881	id2287	1.0
15	81228383	81229887	id2288	1.0
15	81657769	81664058	id2289	1.0
15	81703624	81709985	id2290	1.0
15	82190662	82270742	id2291	1.0
15	82276682	82290536	id2292	1.0
15	82292066	82303318	id2293	1.0
15	82304055	82534139	id2294	6.0
15	82809649	82827843	id2295	1.0
15	84045982	84059511	id2296	1.0
15	84066812	84150491	id2297	1.0
15	84150577	84270066	id2298	4.0
15	84320066	84399956	id2299	4.0
15	84400000	84574893	id2300	2.0
15	84576997	84596420	id2301	2.0
15	84634582	84636031	id2302	1.0
15	84801860	84803285	id2303	1.0
15	85169771	85272280	id2304	5.0
15	85272288	85275172	id2305	1.0
15	85276948	85278944	id2306	1.0
15	85279587	85286411	id2307	2.0
15	85378538	85384733	id2308	2.0
15	85480695	85486174	id2309	1.0
15	85524540	85526401	id2310	1.0
15	86875259	86876808	id2311	1.0
15	86878241	86882508	id2312	1.0
15	87515921	87517124	id2313	1.0
15	89135084	89136598	id2314	1.0
15	90080485	90082199	id2315	1.0
15	90271007	90272208	id2316	1.0
15	90275491	90277609	id2317	1.0
15	90280194	90301745	id2318	2.0
15	90347586	90348911	id2319	1.0
15	91026981	91028945	id2320	1.0
15	91029057	91031928	id2321	1.0
15	91031946	91034010	id2322	1.0
15	91038641	91039943	id2323	2.0
15	92198249	92202445	id2324	1.0
15	92281442	92282475	id2325	1.0
15	92285736	92287246	id2326	1.0
15	92564545	92568581	id2327	1.0
15	92711693	92712921	id2328	3.0
15	93061641	93063455	id2329	1.0
15	93188879	93190263	id2330	1.0
15	94076242	94077624	id2331	1.0
15	96440610	96442370	id2332	1.0
15	98088382	98091535	id2333	1.0
15	98100421	98108062	id2334	1.0
15	99002402	99010622	id2335	1.0
15	99011590	99014936	id2336	1.0
15	99258502	99260277	id2337	1.0
15	99284277	99285632	id2338	1.0
15	99755499	99776217	id2339	1.0
15	99776878	99881395	id2340	5.0
15	99893015	99907117	id2341	1.0
15	101506065	101508001	id2343	1.0
15	101732199	101736197	id2344	1.0
15	101738310	101794394	id2345	2.0
15	101861028	101981189	id2346	2.0
16	10033	19533	id2347	2.0
16	27756	40858	id2348	1.0
16	152721	154443	id2349	1.0
16	162933	165199	id2350	1.0
16	169367	173614	id2351	1.0
16	173624	177425	id2352	1.0
16	553471	554634	id2353	1.0
16	857421	858589	id2354	1.0
16	858629	859907	id2355	1.0
16	1225687	1238837	id2358	2.0
16	1239041	1245200	id2359	1.0
16	1247503	1258598	id2360	1.0
