chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in,jumps
5,17580548,17599621,id5091,19073,28886279,17570548,1,0,1.0,0,0,0,1.625,2.0,2.0,1.0,0.518,0.555,0.555,7.7,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17580498,17580548,17599621,17599671,0.0,0.34,0.49646096576312065,2.0
5,17600000,17639008,id5092,39008,28846892,17590000,0,0,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,0.555,0.555,9.753,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17599950,17600000,17639008,17639058,0.42,0.46,0.4234772354388843,2.0
5,17639276,17643456,id5093,4180,28842444,17629276,0,0,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,0.555,0.555,5.773,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17639226,17639276,17643456,17643506,0.48,0.32,0.3923444976076555,1.0
5,18605869,18610397,id5094,4528,27875503,18595869,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.744,0.744,4.62,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18605819,18605869,18610397,18610447,0.28,0.12,0.3301678445229682,1.0
5,18612555,18631061,id5095,18506,27854839,18602555,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.744,0.744,18.474,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18612505,18612555,18631061,18631111,0.54,0.3,0.35799200259375336,1.0
5,18727328,18732649,id5096,5321,27753251,18717328,0,0,1.0,0,0,0,2.857,2.5,3.0,1.0,0.378,0.744,0.744,10.73,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18727278,18727328,18732649,18732699,0.22,0.44,0.35294117647058826,1.0
5,18757450,18764952,id5097,7502,27720948,18747450,0,0,1.0,0,0,0,1.0,1.0,1.0,3.885,1.31,0.744,0.744,61.574,39.412,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18757400,18757450,18764952,18765002,0.28,0.7,0.2953878965609171,1.0
5,18817057,18821252,id5098,4195,27664648,18807057,0,0,1.0,0,0,0,2.4,2.0,2.0,1.0,0.548,0.744,0.744,43.16,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18817007,18817057,18821252,18821302,0.42,0.26,0.3137067938021454,2.0
5,19436807,19437970,id5099,1163,27047930,19426807,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.744,0.744,31.596,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19436757,19436807,19437970,19438020,0.3,0.42,0.38779019776440243,1.0
5,20301204,20305806,id5100,4602,26180094,20291204,0,1,0.667,1,1,0,2.0,2.0,2.0,3.885,1.31,0.744,0.744,38.775,39.412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20301154,20301204,20305806,20305856,0.22,0.52,0.42720556279878313,2.0
5,20695218,20945818,id5101,250600,25540082,20685218,0,1,0.5,0,0,0,2.532,1.0,1.0,4.0,0.963,0.744,0.744,17.709,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20695168,20695218,20945818,20945868,0.28,0.34,0.35195131683958497,1.0
5,21271275,21390647,id5102,119372,25095253,21261275,0,0,0.9,0,0,0,3.698,5.0,5.0,3.0,0.89,0.653,0.653,21.998,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21271225,21271275,21390647,21390697,0.18,0.34,0.35102033977817243,2.0
5,21453103,21573328,id5103,120225,24912572,21443103,0,1,0.897,1,0,0,1.424,1.5,2.0,2.0,0.744,0.653,0.653,18.824,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21453053,21453103,21573328,21573378,0.26,0.46,0.38647535870243294,4.0
5,21882525,21884766,id5104,2241,24601134,21872525,0,1,0.778,0,0,0,1.0,1.0,1.0,3.885,1.31,0.653,0.653,31.04,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21882475,21882525,21884766,21884816,0.3,0.26,0.41276215975011155,3.0
5,21935493,22015433,id5105,79940,24470467,21925493,0,1,1.0,0,0,0,1.569,21.098,0.0,1.0,0.5,0.802,0.802,7.003,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21935443,21935493,22015433,22015483,0.28,0.28,0.3476732549412059,1.0
5,22124751,22217250,id5106,92499,24268650,22114751,0,2,1.0,0,0,0,5.925,2.0,3.0,10.0,2.875,0.951,0.951,16.045,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22124701,22124751,22217250,22217300,0.4,0.34,0.3587065806116823,1.0
5,23299466,23305323,id5107,5857,23180577,23289466,0,0,0.6,0,0,0,1.429,1.5,2.0,1.0,0.535,1.049,1.049,31.596,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23299416,23299466,23305323,23305373,0.56,0.54,0.41061977121393206,2.0
5,23504111,23528577,id5108,24466,22957323,23494111,0,1,1.0,0,0,0,1.84,2.0,2.0,2.0,0.473,1.049,1.049,6.617,6.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23504061,23504111,23528577,23528627,0.38,0.46,0.44429003515082155,1.0
5,23687217,23690760,id5109,3543,22795140,23677217,0,0,0.75,0,0,0,2.6,3.5,5.0,3.0,1.342,1.049,1.049,4.77,4.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23687167,23687217,23690760,23690810,0.48,0.48,0.4380468529494778,2.0
5,23971231,23972290,id5110,1059,22513610,23961231,0,1,0.5,0,0,0,1.0,1.0,1.0,3.885,1.31,1.19,1.19,7.65,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23971181,23971231,23972290,23972340,0.24,0.26,0.37960339943342775,1.0
5,24171074,24172277,id5111,1203,22313623,24161074,0,1,1.0,0,0,0,4.0,4.0,4.0,3.885,1.31,1.19,1.19,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24171024,24171074,24172277,24172327,0.42,0.36,0.35328345802161265,1.0
5,24747983,24751493,id5112,3510,21734407,24737983,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,1.19,1.19,14.25,19.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24747933,24747983,24751493,24751543,0.5,0.5,0.43333333333333335,2.0
5,25188466,25191009,id5113,2543,21294891,25178466,0,2,0.5,1,0,0,1.0,1.0,1.0,3.885,1.31,0.814,0.814,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25188416,25188466,25191009,25191059,0.28,0.34,0.4471097129374754,1.0
5,26217030,26223595,id5114,6565,20262305,26207030,0,0,1.0,0,0,0,8.571,8.0,8.0,2.0,0.787,1.09,1.09,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26216980,26217030,26223595,26223645,0.48,0.26,0.45133282559025134,1.0
5,28926750,28930072,id5115,3322,17555828,28916750,0,0,0.75,1,0,0,1.0,1.0,1.0,3.885,1.31,0.644,0.644,4.935,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28926700,28926750,28930072,28930122,0.64,0.22,0.5821794099939795,2.0
5,29418371,29456317,id5116,37946,17029583,29408371,0,0,0.75,0,0,0,2.949,3.0,3.0,1.0,0.223,0.67,0.67,51.41,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29418321,29418371,29456317,29456367,0.28,0.42,0.33494966531386705,1.0
5,29847053,29849215,id5117,2162,16636685,29837053,0,0,1.0,0,0,0,1.0,1.0,1.0,3.885,1.31,0.67,0.67,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29847003,29847053,29849215,29849265,0.14,0.26,0.33580018501387604,1.0
5,29881751,29883345,id5118,1594,16602555,29871751,0,1,1.0,0,0,0,20.982,21.098,0.0,3.885,1.31,0.67,0.67,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29881701,29881751,29883345,29883395,0.38,0.32,0.39209535759096614,1.0
5,31722450,31725877,id5119,3427,14760023,31712450,0,1,1.0,0,0,0,3.6,3.5,4.0,1.0,0.548,2.912,2.912,7.006,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31722400,31722450,31725877,31725927,0.38,0.5,0.41056317478844473,1.0
5,32354457,32355942,id5120,1485,14129958,32344457,0,1,1.0,0,0,0,49.667,49.5,50.0,1.0,0.577,1.189,1.189,109.0,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32354407,32354457,32355942,32355992,0.18,0.32,0.3292929292929293,1.0
5,32522747,32524086,id5121,1339,13961814,32512747,0,0,1.0,0,0,0,58.0,58.0,58.0,3.885,1.31,1.189,1.189,51.927,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32522697,32522747,32524086,32524136,0.68,0.54,0.49141150112023896,1.0
5,32601002,32604079,id5122,3077,13881821,32591002,0,1,0.0,0,0,0,45.75,46.0,47.0,2.0,0.957,1.189,1.189,8.015,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32600952,32601002,32604079,32604129,0.26,0.42,0.31946701332466687,1.0
5,33502067,33503622,id5123,1555,12982278,33492067,0,0,1.0,1,1,0,8.0,8.333,9.0,3.885,1.31,1.521,1.521,9.82,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33502017,33502067,33503622,33503672,0.72,0.24,0.5877813504823152,1.0
5,34066024,34407995,id5124,341971,12077905,34056024,0,3,0.94,0,0,0,5.906,9.5,14.0,14.0,2.897,1.006,1.006,25.555,9.78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,34065974,34066024,34407995,34408045,0.3,0.42,0.3651537703489477,2.0
5,34907529,34911815,id5125,4286,11574085,34897529,0,1,1.0,0,0,0,5.0,5.0,5.0,3.885,1.31,1.006,1.006,44.66,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34907479,34907529,34911815,34911865,0.24,0.42,0.3856742883807746,1.0
5,36182558,36184030,id5126,1472,10301870,36172558,0,1,1.0,0,0,0,4.0,4.0,4.0,3.885,1.31,1.179,1.179,5.19,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36182508,36182558,36184030,36184080,0.38,0.28,0.35597826086956524,1.0
5,36885169,36886554,id5127,1385,9599346,36875169,0,1,1.0,0,0,0,14.0,14.0,14.0,3.885,1.31,1.179,1.179,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36885119,36885169,36886554,36886604,0.38,0.34,0.5602888086642599,1.0
5,37011592,37014237,id5128,2645,9471663,37001592,0,1,1.0,0,0,0,29.75,29.5,30.0,1.0,0.5,1.5,1.5,6.3,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37011542,37011592,37014237,37014287,0.3,0.46,0.5270321361058601,1.0
5,37288147,37289709,id5129,1562,9196191,37278147,0,1,0.0,0,0,0,35.667,35.5,36.0,1.0,0.577,1.5,1.5,31.596,5.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37288097,37288147,37289709,37289759,0.26,0.3,0.4206145966709347,1.0
5,37378524,37389706,id5130,11182,9096194,37368524,0,1,0.5,1,0,0,31.308,30.5,36.0,11.0,3.706,1.5,1.5,22.24,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37378474,37378524,37389706,37389756,0.58,0.36,0.4560007154355214,1.0
5,37440063,37470195,id5131,30132,9015705,37430063,0,1,0.889,0,0,0,19.129,20.0,21.0,3.0,0.957,1.5,1.5,35.383,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37440013,37440063,37470195,37470245,0.28,0.28,0.3903159431833267,3.0
5,37480521,37487479,id5132,6958,8998421,37470521,0,1,0.875,0,0,0,17.0,17.0,18.0,2.0,0.756,1.5,1.5,7.277,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37480471,37480521,37487479,37487529,0.52,0.28,0.45472837022132795,3.0
5,37499560,37507046,id5133,7486,8978854,37489560,0,1,0.4,0,0,0,15.667,15.5,17.0,3.0,0.866,1.5,1.5,8.576,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37499510,37499560,37507046,37507096,0.18,0.2,0.38538605396740583,2.0
5,40158167,40160213,id5134,2046,6325687,40148167,0,0,1.0,0,0,0,5.0,5.0,5.0,3.885,1.31,0.512,0.512,5.69,39.412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40158117,40158167,40160213,40160263,0.22,0.2,0.4178885630498534,1.0
5,42466028,42468451,id5135,2423,4017449,42456028,0,1,1.0,0,0,0,2.667,2.5,3.0,1.0,0.577,0.756,0.756,30.927,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42465978,42466028,42468451,42468501,0.26,0.66,0.4263309946347503,1.0
5,42893894,42895053,id5136,1159,3590847,42883894,0,0,1.0,0,0,0,14.5,14.5,15.0,1.0,0.707,0.756,0.756,16.793,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42893844,42893894,42895053,42895103,0.5,0.28,0.5582398619499569,1.0
5,43174443,43176242,id5137,1799,3309658,43164443,0,1,0.0,0,0,0,39.667,40.0,41.0,2.0,1.155,0.279,0.279,8.592,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43174393,43174443,43176242,43176292,0.26,0.3,0.3718732629238466,2.0
5,43206652,43208262,id5138,1610,3277638,43196652,0,1,0.5,0,0,0,40.0,39.667,40.0,3.885,1.31,0.279,0.279,6.72,9.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43206602,43206652,43208262,43208312,0.68,0.22,0.4111801242236025,1.0
5,43231626,43233149,id5139,1523,3252751,43221626,0,1,1.0,0,0,0,34.333,34.5,35.0,1.0,0.577,0.279,0.279,58.935,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43231576,43231626,43233149,43233199,0.14,0.58,0.48719632304661853,2.0
5,43351574,43353610,id5140,2036,3132290,43341574,0,0,1.0,0,0,0,30.667,30.667,31.0,1.0,0.577,0.279,0.279,12.75,23.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43351524,43351574,43353610,43353660,0.36,0.32,0.34528487229862476,1.0
5,43494767,43496520,id5141,1753,2989380,43484767,0,1,0.789,0,0,0,40.5,40.5,41.0,1.0,0.707,0.279,0.279,7.16,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43494717,43494767,43496520,43496570,0.28,0.24,0.4478037649743297,2.0
5,43526278,43527469,id5142,1191,2958431,43516278,0,1,1.0,0,0,0,47.5,47.5,48.0,1.0,0.707,0.279,0.279,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43526228,43526278,43527469,43527519,0.28,0.32,0.30058774139378674,1.0
5,43586362,43587485,id5143,1123,2898415,43576362,0,1,0.0,0,0,0,30.5,30.5,31.0,1.0,0.707,0.279,0.279,30.59,30.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43586312,43586362,43587485,43587535,0.24,0.32,0.37310774710596617,1.0
5,50361294,50369256,id5144,7962,301487,50351294,0,0,1.0,0,0,0,7.889,7.5,8.0,2.0,0.782,1.306,1.306,28.652,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50361244,50361294,50369256,50369306,0.32,0.56,0.3924893242903793,2.0
5,50379840,50428094,id5145,48254,320033,50369840,0,1,1.0,0,0,0,2.64,3.5,6.0,5.0,1.509,1.306,1.306,41.787,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50379790,50379840,50428094,50428144,0.3,0.28,0.36059186803166576,1.0
5,50428686,50443176,id5146,14490,368879,50418686,0,1,1.0,1,0,0,3.688,4.0,7.0,6.0,2.089,1.306,1.306,8.793,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50428636,50428686,50443176,50443226,0.36,0.38,0.4010351966873706,1.0
5,50459022,50540539,id5147,81517,399215,50449022,0,0,1.0,0,0,0,6.61,7.0,9.0,5.0,1.215,1.306,1.306,27.834,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50458972,50459022,50540539,50540589,0.52,0.26,0.3768907099132696,2.0
5,50550465,50561142,id5148,10677,490658,50540465,0,0,1.0,0,0,0,4.5,4.5,5.0,1.0,0.522,1.306,1.306,27.326,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50550415,50550465,50561142,50561192,0.38,0.36,0.347475882738597,1.0
5,50589251,50644997,id5149,55746,529444,50579251,0,0,1.0,0,0,0,6.123,7.5,10.0,7.0,2.253,1.306,1.306,43.209,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50589201,50589251,50644997,50645047,0.32,0.24,0.37557851684425786,2.0
5,50646493,50653591,id5150,7098,586686,50636493,0,0,1.0,0,0,0,5.0,5.0,5.0,3.885,1.31,1.306,1.306,11.41,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50646443,50646493,50653591,50653641,0.12,0.4,0.3772893772893773,1.0
5,50665371,50689026,id5151,23655,605564,50655371,0,1,1.0,1,0,0,2.0,3.0,4.0,3.0,1.08,0.021,0.021,38.859,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50665321,50665371,50689026,50689076,0.44,0.26,0.3928133586979497,2.0
5,50921374,50924408,id5152,3034,861567,50911374,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.021,0.021,25.053,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50921324,50921374,50924408,50924458,0.3,0.14,0.6153592617007251,1.0
5,52437215,52439511,id5153,2296,2377408,52427215,0,0,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,0.496,0.496,16.62,39.412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52437165,52437215,52439511,52439561,0.1,0.2,0.3645470383275261,1.0
5,52962770,52967251,id5154,4481,2902963,52952770,0,0,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.87,0.87,36.791,39.412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52962720,52962770,52967251,52967301,0.36,0.24,0.3867440303503682,1.0
5,53218274,53219764,id5155,1490,3158467,53208274,0,0,0.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.87,0.87,6.935,39.412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53218224,53218274,53219764,53219814,0.38,0.48,0.46308724832214765,1.0
5,53745175,53746636,id5156,1461,3685368,53735175,0,0,0.333,0,0,0,6.0,6.0,6.0,3.885,1.31,0.921,0.921,10.595,5.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,53745125,53745175,53746636,53746686,0.32,0.12,0.4243668720054757,1.0
5,53859063,53860633,id5157,1570,3799256,53849063,0,0,0.5,0,0,0,3.0,3.0,3.0,3.885,1.31,0.921,0.921,7.16,6.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53859013,53859063,53860633,53860683,0.38,0.28,0.5407643312101911,1.0
5,54543359,54545391,id5158,2032,4483552,54533359,0,1,1.0,0,0,0,3.0,3.0,3.0,3.885,1.31,0.921,0.921,11.385,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54543309,54543359,54545391,54545441,0.36,0.2,0.3494094488188976,1.0
5,54857358,54860481,id5159,3123,4797551,54847358,0,0,1.0,0,0,0,1.0,1.0,1.0,3.885,1.31,1.002,1.002,67.032,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54857308,54857358,54860481,54860531,0.32,0.32,0.3957732949087416,2.0
5,54878183,54879722,id5160,1539,4818376,54868183,0,0,0.0,0,0,0,3.0,3.0,3.0,3.885,1.31,1.002,1.002,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54878133,54878183,54879722,54879772,0.6,0.34,0.39441195581546457,1.0
5,55528667,55530225,id5161,1558,5468860,55518667,0,2,1.0,0,0,0,29.333,29.5,30.0,1.0,0.577,1.002,1.002,36.115,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55528617,55528667,55530225,55530275,0.4,0.32,0.29460847240051347,1.0
5,55546932,55552980,id5162,6048,5487125,55536932,0,0,1.0,0,0,0,40.143,39.667,42.0,4.0,1.345,1.002,1.002,10.3,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55546882,55546932,55552980,55553030,0.36,0.34,0.42427248677248675,2.0
