chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
5,115123408,115124508,id5261,1,1100,65063601,66403751,0,0,0.105,0,0,0,3.0,3.0,0.0,3.885,1.31,0.51,0.51,41.625,56.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115123408,115123458,115124458,115124508,0.255,0.255,0.307
5,115207219,115212582,id5262,1,5363,65147412,66315677,0,1,0.0,0,0,0,3.833,4.0,0.0,2.0,0.753,0.51,0.51,7.503,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115207219,115207269,115212532,115212582,0.255,0.471,0.329
5,115691267,115692350,id5263,1,1083,65631460,65835909,0,0,1.0,0,0,0,7.0,7.0,0.0,3.885,1.31,2.047,2.047,4.875,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115691267,115691317,115692300,115692350,0.314,0.353,0.385
5,116217192,116218405,id5264,1,1213,66157385,65309854,0,1,0.636,0,0,0,3.0,3.0,1.0,3.885,1.31,2.047,2.047,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116217192,116217242,116218355,116218405,0.294,0.529,0.441
5,116230247,116231314,id5265,1,1067,66170440,65296945,0,1,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,2.047,2.047,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116230247,116230297,116231264,116231314,0.294,0.255,0.353
5,116243580,116244644,id5266,1,1064,66183773,65283615,0,1,1.0,0,0,0,5.5,5.5,1.0,1.0,0.707,2.047,2.047,226.86,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116243580,116243630,116244594,116244644,0.353,0.275,0.342
5,117582095,117583945,id5267,1,1850,67522288,63944314,0,0,0.226,0,0,0,20.982,21.091,0.0,3.885,1.31,1.814,1.814,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117582095,117582145,117583895,117583945,0.294,0.196,0.386
5,117778049,117779607,id5268,1,1558,67718242,63748652,0,1,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.905,0.905,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117778049,117778099,117779557,117779607,0.412,0.49,0.456
5,118283562,118284740,id5269,1,1178,68223755,63243519,0,1,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.905,0.905,8.16,38.135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118283562,118283612,118284690,118284740,0.314,0.157,0.43
5,118837374,118841089,id5270,1,3715,68777567,62687170,0,1,1.0,0,0,0,26.8,28.0,2.0,2.0,1.095,0.054,0.054,7.765,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118837374,118837424,118841039,118841089,0.235,0.451,0.341
5,118973561,118974825,id5271,3,1264,68913754,62553434,0,1,1.0,0,0,0,54.0,54.0,1.0,3.885,1.31,0.054,0.054,6.14,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,118973561,118973611,118974775,118974825,0.549,0.216,0.46
5,119009924,119011102,id5272,1,1178,68950117,62517157,0,1,1.0,0,0,0,57.5,57.0,1.0,1.0,0.707,0.054,0.054,31.596,267.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119009924,119009974,119011052,119011102,0.294,0.196,0.365
5,119680418,119682159,id5273,1,1741,69620611,61846100,0,0,1.0,0,0,0,8.667,8.5,1.0,1.0,0.577,0.37,0.37,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119680418,119680468,119682109,119682159,0.569,0.373,0.518
5,121468735,121470089,id5274,1,1354,71408928,60058170,0,0,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.588,0.588,100.6,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121468735,121468785,121470039,121470089,0.373,0.255,0.281
5,122675725,122680538,id5275,2,4813,72615918,58847721,0,1,0.0,0,0,0,8.667,8.5,1.0,1.0,0.516,0.177,0.177,18.593,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122675725,122675775,122680488,122680538,0.471,0.471,0.428
5,123400658,123402420,id5276,3,1762,73340851,58125839,0,1,1.0,1,0,0,28.333,28.5,1.0,1.0,0.577,0.177,0.177,105.19,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123400658,123400708,123402370,123402420,0.314,0.569,0.582
5,123615711,123616764,id5277,1,1053,73555904,57911495,0,1,1.0,0,0,0,6.0,6.0,1.0,3.885,1.31,0.177,0.177,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123615711,123615761,123616714,123616764,0.255,0.157,0.294
5,123636082,123637472,id5278,6,1390,73576275,57890787,0,0,1.0,1,2,0,5.0,5.0,0.0,3.885,1.31,0.75,0.75,21.24,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123636082,123636132,123637422,123637472,0.627,0.49,0.577
5,123680943,123682649,id5279,1,1706,73621136,57845610,0,0,1.0,0,0,0,4.5,4.667,0.0,1.0,0.707,1.322,1.322,39.215,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123680943,123680993,123682599,123682649,0.333,0.333,0.305
5,127139504,127142857,id5280,1,3353,77079697,54385402,0,0,1.0,0,0,0,9.25,9.0,1.0,1.0,0.5,0.95,0.95,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127139504,127139554,127142807,127142857,0.373,0.51,0.387
5,127211826,127225429,id5281,1,13603,77152019,54302830,0,0,0.921,0,0,0,6.2,7.0,0.0,1.0,0.414,0.95,0.95,17.008,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127211826,127211876,127225379,127225429,0.431,0.431,0.407
5,127510213,127512839,id5282,1,2626,77450406,54015420,0,0,1.0,0,0,0,4.333,4.5,1.0,1.0,0.577,0.95,0.95,15.5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127510213,127510263,127512789,127512839,0.255,0.451,0.394
5,131658439,131660120,id5283,1,1681,81598632,49868139,0,1,0.0,0,0,0,21.667,21.5,2.0,3.0,1.528,0.56,0.56,11.21,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131658439,131658489,131660070,131660120,0.353,0.471,0.495
5,132996984,132999218,id5284,1,2234,82937177,48529041,0,1,1.0,0,0,0,41.667,41.5,1.0,1.0,0.577,1.045,1.045,183.437,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132996984,132997034,132999168,132999218,0.353,0.667,0.353
5,133955516,133960021,id5285,1,4505,83895709,47568238,0,1,0.9,0,0,0,64.667,65.0,1.0,1.0,0.516,0.99,0.99,14.899,6.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133955516,133955566,133959971,133960021,0.118,0.471,0.369
5,134923612,134928518,id5286,1,4906,84863805,46599741,0,1,0.8,0,0,0,40.333,40.5,0.0,3.0,1.211,1.316,1.316,22.44,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134923612,134923662,134928468,134928518,0.51,0.451,0.436
5,135749626,135751841,id5287,1,2215,85689819,45776418,0,1,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.966,0.966,31.596,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,135749626,135749676,135751791,135751841,0.529,0.451,0.509
5,135807697,135810468,id5288,1,2771,85747890,45717791,0,1,1.0,0,0,0,3.0,3.0,0.0,3.885,1.31,0.966,0.966,7.084,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135807697,135807747,135810418,135810468,0.255,0.549,0.382
5,135811296,135813250,id5289,1,1954,85751489,45715009,0,1,0.9,0,0,0,3.0,3.0,0.0,3.885,1.31,0.966,0.966,13.85,13.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135811296,135811346,135813200,135813250,0.353,0.549,0.429
5,136428892,136430558,id5290,1,1666,86369085,45097701,0,0,0.909,0,0,0,20.982,21.091,0.0,3.885,1.31,0.966,0.966,6.087,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136428892,136428942,136430508,136430558,0.51,0.275,0.418
5,136550714,136552022,id5291,1,1308,86490907,44976237,0,0,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.966,0.966,5.21,38.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136550714,136550764,136551972,136552022,0.353,0.588,0.443
5,136775642,136776750,id5292,1,1108,86715835,44751509,0,0,0.983,0,0,0,1.0,1.0,0.0,3.885,1.31,0.533,0.533,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136775642,136775692,136776700,136776750,0.294,0.392,0.365
5,136857531,136858541,id5293,1,1010,86797724,44669718,0,0,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.533,0.533,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136857531,136857581,136858491,136858541,0.275,0.255,0.391
5,138452824,138454689,id5294,1,1865,88393017,43073570,0,0,1.0,0,0,0,50.667,51.0,1.0,1.0,0.577,0.42,0.42,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138452824,138452874,138454639,138454689,0.51,0.569,0.564
5,138506094,138508818,id5295,2,2724,88446287,43019441,0,1,1.0,0,0,2,48.0,48.0,0.0,2.0,1.0,0.42,0.42,21.217,24.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138506094,138506144,138508768,138508818,0.275,0.529,0.415
5,138612177,138613663,id5296,1,1486,88552370,42914596,0,0,1.0,0,0,1,40.5,40.5,1.0,1.0,0.707,0.42,0.42,11.91,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138612177,138612227,138613613,138613663,0.314,0.196,0.342
5,139307236,139308324,id5297,1,1088,89247429,42219935,0,1,0.667,0,0,1,76.0,76.0,1.0,3.885,1.31,1.306,1.306,10.285,8.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139307236,139307286,139308274,139308324,0.451,0.392,0.426
5,139329342,139330441,id5298,1,1099,89269535,42197818,0,1,1.0,0,0,0,83.0,83.0,1.0,3.885,1.31,1.306,1.306,10.1,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139329342,139329392,139330391,139330441,0.353,0.353,0.309
5,139493901,139497974,id5299,1,4073,89434094,42030285,0,0,1.0,0,0,0,83.4,83.5,0.0,1.0,0.548,1.306,1.306,82.286,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139493901,139493951,139497924,139497974,0.51,0.333,0.431
5,140589120,140590374,id5300,1,1254,90529313,40937885,0,0,1.0,0,0,0,39.0,39.0,0.0,3.885,1.31,0.687,0.687,16.047,35.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140589120,140589170,140590324,140590374,0.275,0.176,0.4
5,140670392,140673390,id5301,2,2998,90610585,40854869,0,2,1.0,1,2,0,31.0,30.5,1.0,2.0,0.816,0.573,0.573,4.66,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140670392,140670442,140673340,140673390,0.647,0.608,0.566
5,140808360,140809511,id5303,1,1151,90748553,40718748,0,4,1.0,1,0,0,11.5,11.5,1.0,1.0,0.707,0.573,0.573,9.128,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140808360,140808410,140809461,140809511,0.51,0.667,0.659
5,140828141,140830419,id5304,2,2278,90768334,40697840,0,6,1.0,2,3,0,6.0,6.0,0.0,3.885,1.31,0.573,0.573,10.34,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140828141,140828191,140830369,140830419,0.667,0.627,0.587
5,140834461,140836701,id5305,1,2240,90774654,40691558,0,7,1.0,2,1,0,6.0,6.0,0.0,3.885,1.31,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140834461,140834511,140836651,140836701,0.608,0.647,0.589
5,140841371,140843649,id5306,1,2278,90781564,40684610,0,8,1.0,2,0,0,5.0,5.0,0.0,3.885,1.31,0.573,0.573,23.646,44.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140841371,140841421,140843599,140843649,0.647,0.647,0.585
5,140848573,140850813,id5307,1,2240,90788766,40677446,0,9,1.0,2,2,0,6.0,6.0,1.0,2.0,0.816,0.573,0.573,8.924,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140848573,140848623,140850763,140850813,0.706,0.608,0.597
5,141096020,141097263,id5308,2,1243,91036213,40430996,0,1,1.0,1,2,0,3.0,3.0,1.0,3.885,1.31,0.573,0.573,5.325,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141096020,141096070,141097213,141097263,0.569,0.392,0.645
5,141101742,141103116,id5309,2,1374,91041935,40425143,0,1,0.0,1,0,0,1.0,1.5,0.0,3.885,1.31,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141101742,141101792,141103066,141103116,0.471,0.392,0.611
5,141123111,141124314,id5310,1,1203,91063304,40403945,0,1,1.0,1,0,0,1.0,1.0,0.0,3.885,1.31,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141123111,141123161,141124264,141124314,0.353,0.451,0.634
5,141136520,141137743,id5311,1,1223,91076713,40390516,0,1,1.0,1,1,0,2.0,2.0,0.0,3.885,1.31,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141136520,141136570,141137693,141137743,0.51,0.549,0.641
5,141151344,141152588,id5312,1,1244,91091537,40375671,0,1,1.0,1,0,0,1.5,1.5,1.0,1.0,0.707,0.573,0.573,5.36,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141151344,141151394,141152538,141152588,0.451,0.529,0.629
5,141157192,141158255,id5313,3,1063,91097385,40370004,0,1,1.0,1,0,0,1.0,1.0,0.0,3.885,1.31,0.573,0.573,5.68,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141157192,141157242,141158205,141158255,0.451,0.529,0.65
5,141174041,141180356,id5314,3,6315,91114234,40347903,0,2,0.0,2,0,0,2.0,2.0,0.0,3.885,1.31,0.573,0.573,23.065,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141174041,141174091,141180306,141180356,0.431,0.49,0.48
5,141183648,141184896,id5315,1,1248,91123841,40343363,0,1,0.971,1,0,0,1.667,1.5,1.0,1.0,0.577,0.573,0.573,5.27,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141183648,141183698,141184846,141184896,0.451,0.49,0.626
5,141188419,141189699,id5316,1,1280,91128612,40338560,0,1,1.0,1,0,0,2.5,2.667,1.0,1.0,0.707,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141188419,141188469,141189649,141189699,0.333,0.431,0.624
5,141193668,141194870,id5317,3,1202,91133861,40333389,0,1,1.0,1,0,0,3.0,3.0,0.0,3.885,1.31,0.573,0.573,6.236,6.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141193668,141193718,141194820,141194870,0.392,0.529,0.641
5,141200000,141202092,id5318,3,2092,91140193,40326167,0,1,1.0,1,1,0,3.667,3.5,0.0,1.0,0.577,0.573,0.573,5.953,118.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141200000,141200050,141202042,141202092,0.451,0.431,0.547
5,141209133,141216504,id5319,1,7371,91149326,40311755,0,2,1.0,2,0,0,3.625,4.0,0.0,1.0,0.518,0.573,0.573,19.358,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141209133,141209183,141216454,141216504,0.51,0.431,0.471
5,141224617,141225823,id5320,2,1206,91164810,40302436,0,1,1.0,1,0,0,6.0,6.0,0.0,3.885,1.31,0.573,0.573,5.43,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141224617,141224667,141225773,141225823,0.412,0.451,0.635
5,141235666,141236863,id5321,1,1197,91175859,40291396,0,1,0.685,1,0,0,6.0,6.0,0.0,3.885,1.31,0.573,0.573,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141235666,141235716,141236813,141236863,0.49,0.569,0.642
5,141241032,141242227,id5322,3,1195,91181225,40286032,0,1,0.5,1,0,0,6.0,6.0,1.0,3.885,1.31,0.573,0.573,31.596,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141241032,141241082,141242177,141242227,0.353,0.451,0.611
5,141246679,141247890,id5323,2,1211,91186872,40280369,0,1,1.0,1,0,0,6.0,6.0,0.0,3.885,1.31,0.573,0.573,6.045,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141246679,141246729,141247840,141247890,0.412,0.392,0.629
5,141895623,141896695,id5324,1,1072,91835816,39631564,0,1,1.0,0,0,0,13.5,13.5,1.0,1.0,0.707,2.044,2.044,31.328,25.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141895623,141895673,141896645,141896695,0.294,0.706,0.395
5,141987731,141989189,id5325,2,1458,91927924,39539070,0,1,1.0,0,0,2,11.333,11.5,1.0,1.0,0.577,2.044,2.044,197.352,275.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141987731,141987781,141989139,141989189,0.431,0.137,0.351
5,143332618,143334739,id5326,3,2121,93272811,38193520,0,1,1.0,0,0,0,70.0,70.333,1.0,2.0,1.0,2.628,2.628,51.058,147.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143332618,143332668,143334689,143334739,0.431,0.255,0.454
5,145394607,145395750,id5327,1,1143,95334800,36132509,0,0,0.923,0,0,0,1.0,1.0,0.0,3.885,1.31,0.198,0.198,4.86,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145394607,145394657,145395700,145395750,0.333,0.176,0.38
5,145726927,145730274,id5328,1,3347,95667120,35797985,0,0,1.0,0,0,0,3.5,3.5,0.0,1.0,0.577,1.602,1.602,4.88,38.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145726927,145726977,145730224,145730274,0.51,0.51,0.441
5,146705932,146707674,id5329,1,1742,96646125,34820585,0,1,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,1.707,1.707,7.02,7.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146705932,146705982,146707624,146707674,0.314,0.569,0.568
5,147783079,147784224,id5330,1,1145,97723272,33744035,0,0,0.333,0,0,0,2.0,2.0,1.0,3.885,1.31,1.001,1.001,92.953,134.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147783079,147783129,147784174,147784224,0.216,0.392,0.381
5,149035461,149036755,id5331,1,1294,98975654,32491504,0,1,1.0,0,0,0,3.0,3.0,0.0,3.885,1.31,1.462,1.462,113.225,221.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149035461,149035511,149036705,149036755,0.627,0.549,0.484
5,149114866,149116147,id5332,1,1281,99055059,32412112,0,0,1.0,0,0,0,5.5,5.5,1.0,1.0,0.707,1.462,1.462,15.693,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149114866,149114916,149116097,149116147,0.569,0.569,0.485
5,150895442,150896503,id5333,1,1061,100835635,30631756,0,2,1.0,0,0,0,32.0,32.0,0.0,3.885,1.31,2.121,2.121,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150895442,150895492,150896453,150896503,0.471,0.314,0.416
5,150930781,150931824,id5334,1,1043,100870974,30596435,0,1,1.0,0,0,0,47.5,47.333,1.0,1.0,0.707,2.121,2.121,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150930781,150930831,150931774,150931824,0.471,0.275,0.405
5,151380534,151382552,id5335,1,2018,101320727,30145707,0,0,1.0,0,0,0,57.667,57.5,0.0,1.0,0.577,2.121,2.121,8.11,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151380534,151380584,151382502,151382552,0.431,0.451,0.505
