chr,coor_s,coor_e,ids,jumps,length,gaps,genes,cpgisl_in,cpgisl_bor,repli_in,repli_bor,repli_bor_deriv,repli_deriv,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,component_size,intra_degree,iner_degree,self_loops,edges_double,edges_tandem,edges_ident_mean
1,148354184,148393991,id330,1,39807,0,0,2,1,6.677,6.0,0.0,3.0,1.306,1.306,22.348,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1325,10,0,0,9,0,0.921
1,148400000,148436924,id331,1,36924,0,2,1,0,8.0,12.333,3.0,24.0,1.306,1.306,28.127,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,7,0,1,0,0.953
1,148436939,149366538,id332,6,929599,0,9,14,0,7.211,15.0,3.0,25.0,1.306,1.306,41.092,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1325,30,0,7,75,2,0.957
1,149366550,149843518,id333,6,476968,0,6,14,0,6.631,21.098,0.0,14.0,1.188,1.188,27.455,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1325,0,23,2,48,2,0.959
1,149850293,149876379,id334,1,26086,0,1,2,0,20.982,21.098,0.0,3.885,1.188,1.188,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1325,0,1,0,0,1,0.999
1,150623289,150625809,id335,1,2520,0,1,0,0,3.0,3.0,0.0,3.885,1.188,1.188,47.065,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.974
1,150903514,150905086,id336,2,1572,0,1,0,0,1.5,1.5,1.0,1.0,1.188,1.188,6.335,6.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,1,0,0,0,0.928
1,151247862,151249531,id337,2,1669,0,1,0,0,20.982,21.098,0.0,3.885,1.188,1.188,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0.923
1,152012925,152013972,id338,1,1047,0,0,0,0,56.5,56.5,1.0,1.0,0.219,0.219,14.823,7.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,1,0,0,0,0.901
1,152077935,152082229,id339,2,4294,0,1,0,0,55.4,55.5,1.0,2.0,0.219,0.219,39.603,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,8,2,0,0,0,0.952
1,152303355,152308170,id341,1,4815,0,1,0,0,74.0,74.0,0.0,3.885,0.219,0.219,117.876,20.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.93
1,152308215,152314008,id342,1,5793,0,2,0,0,75.429,75.5,0.0,3.0,0.219,0.219,86.504,20.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.93
1,152565649,152566885,id343,1,1236,0,1,0,0,68.5,68.5,1.0,1.0,0.219,0.219,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.903
1,152579379,152580620,id344,1,1241,0,1,0,0,70.0,70.0,0.0,3.885,0.219,0.219,8.347,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.903
1,152787208,152788295,id345,1,1087,0,1,0,0,74.0,74.0,0.0,3.885,0.857,0.857,4.94,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.966
1,152797703,152798777,id346,1,1074,0,1,0,0,77.0,77.0,1.0,3.885,0.857,0.857,10.536,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.966
1,152930053,152931804,id347,1,1751,0,0,0,0,71.667,72.0,1.0,1.0,0.857,0.857,235.982,454.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0.967
1,153378629,153380170,id348,1,1541,0,0,0,0,24.5,24.5,1.0,1.0,0.857,0.857,17.645,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0.901
1,153402398,153428646,id349,1,26248,0,1,0,0,23.857,22.0,1.0,11.0,0.857,0.857,31.32,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0.931
1,153444663,153468435,id350,1,23772,0,1,0,0,15.56,16.0,0.0,2.0,0.857,0.857,59.167,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0.931
1,154156363,154157723,id351,2,1360,0,1,0,0,1.0,1.0,0.0,3.885,0.766,0.766,4.62,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0.95
1,154310457,154313912,id352,1,3455,0,0,0,0,2.0,2.0,0.0,3.885,0.766,0.766,22.87,78.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0.932
1,154319674,154322903,id353,1,3229,0,1,0,0,2.0,2.0,1.0,3.885,0.766,0.766,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0.932
1,154378107,154379152,id354,2,1045,0,0,0,0,3.0,3.0,1.0,3.885,0.766,0.766,61.81,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,16,0,0,0,0.949
1,154962297,154963904,id355,1,1607,0,2,0,1,9.667,9.5,1.0,1.0,0.61,0.61,24.955,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.904
1,155148533,155150293,id356,1,1760,0,0,0,0,13.0,13.0,1.0,3.885,0.61,0.61,5.557,4.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,22,0,0,0,0.92
1,155210381,155220964,id358,1,10583,0,2,0,0,28.727,28.5,1.0,2.0,0.61,0.61,13.996,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0.958
1,155230975,155243466,id359,1,12491,0,1,0,0,29.286,28.5,1.0,2.0,0.61,0.61,35.864,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0.958
1,155433139,155434519,id360,2,1380,0,2,0,0,66.5,66.5,1.0,1.0,0.61,0.61,118.347,235.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.966
1,155559137,155563938,id361,1,4801,0,2,1,0,72.6,72.0,1.0,1.0,0.61,0.61,13.763,10.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0.952
1,155589958,155591286,id362,1,1328,0,0,0,0,68.667,68.5,1.0,1.0,0.61,0.61,27.805,7.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.952
1,155591313,155594752,id363,1,3439,0,0,0,0,68.25,68.5,1.0,1.0,0.61,0.61,6.845,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0.929
1,155595776,155597111,id364,1,1335,0,0,0,0,70.667,71.0,2.0,2.0,0.61,0.61,7.365,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0.933
1,155601439,155603232,id365,1,1793,0,0,0,0,70.333,70.5,0.0,1.0,0.61,0.61,21.79,5.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0.945
1,155603600,155618111,id366,1,14511,0,1,1,0,71.438,71.5,0.0,3.0,0.61,0.61,62.078,402.09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0.923
1,155618490,155620307,id367,1,1817,0,0,0,0,72.0,72.0,1.0,2.0,0.61,0.61,15.913,10.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0.919
1,155685013,155690083,id368,1,5070,0,2,1,0,68.167,68.333,1.0,1.0,0.61,0.61,20.777,66.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.952
1,155712134,155714366,id369,1,2232,0,1,0,0,69.667,69.333,0.0,1.0,0.61,0.61,52.84,5.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.929
1,155717702,155720329,id370,1,2627,0,1,0,0,69.75,70.0,1.0,1.0,0.61,0.61,6.73,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0.933
1,155727283,155728429,id371,1,1146,0,1,0,0,65.0,65.0,2.0,2.0,0.61,0.61,127.615,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0.945
1,155741375,155753814,id372,1,12439,0,2,1,0,62.077,63.0,0.0,4.0,0.61,0.61,22.236,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0.923
1,155757496,155759277,id373,1,1781,0,1,0,0,65.0,65.5,2.0,2.0,0.61,0.61,6.482,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0.919
1,156035300,156037133,id374,1,1833,0,1,0,0,45.0,45.5,2.0,2.0,0.947,0.947,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.987
1,156249237,156250349,id375,1,1112,0,1,0,0,54.0,54.0,1.0,3.885,0.947,0.947,10.27,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.949
1,156556929,156559149,id376,2,2220,0,1,0,0,70.25,70.5,1.0,1.0,0.947,0.947,14.346,13.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,8,0,0,0,0.953
1,157073178,157074966,id377,3,1788,0,0,0,0,70.5,70.5,1.0,1.0,1.255,1.255,12.43,30.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,3,9,0,0,0,0.911
1,157128351,157129548,id378,1,1197,0,1,0,0,64.5,64.5,1.0,1.0,1.255,1.255,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0.901
1,157356466,157380475,id379,1,24009,0,0,0,0,68.56,69.0,1.0,5.0,1.255,1.255,26.654,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.909
1,157485670,157512574,id380,1,26904,0,0,0,0,73.643,73.5,1.0,3.0,1.255,1.255,28.983,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.909
1,157529970,157550478,id381,1,20508,0,1,0,0,72.136,73.0,1.0,5.0,1.255,1.255,15.387,18.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.912
1,157632057,157644857,id382,1,12800,0,0,0,0,78.5,79.5,0.0,4.0,1.255,1.255,130.614,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0.912
1,157710152,157711468,id383,1,1316,0,0,0,0,79.5,79.5,1.0,1.0,1.255,1.255,114.35,183.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.965
1,158174352,158176007,id384,1,1655,0,0,0,0,69.5,69.5,0.0,1.0,1.4,1.4,4.755,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.972
1,158455110,158456256,id385,2,1146,0,0,0,0,67.0,66.667,1.0,3.885,1.4,1.4,26.67,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0.922
1,158523615,158526490,id386,1,2875,0,0,0,0,56.25,56.0,1.0,2.0,1.4,1.4,5.34,6.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0.918
1,158870904,158872268,id387,1,1364,0,0,0,0,30.333,30.5,1.0,1.0,1.034,1.034,127.759,147.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0.911
1,159807997,159809666,id389,1,1669,0,1,0,0,2.333,2.5,1.0,1.0,1.952,1.952,9.241,10.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.924
1,159918132,159920538,id390,1,2406,0,1,0,0,3.333,3.667,1.0,1.0,1.952,1.952,54.26,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.971
1,159972563,159974243,id391,1,1680,0,1,0,0,1.667,1.5,0.0,1.0,1.952,1.952,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.924
1,160266252,160267305,id392,1,1053,0,0,0,0,1.0,1.0,0.0,3.885,1.952,1.952,31.596,39.412,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,18,0,0,0,0.943
1,160317307,160318473,id393,2,1166,0,2,0,0,1.0,1.0,0.0,3.885,1.952,1.952,8.82,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0.922
1,160670218,160671676,id394,1,1458,0,0,0,0,6.0,6.0,0.0,3.885,1.952,1.952,8.5,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0.906
1,160894886,160896558,id395,2,1672,0,0,0,0,7.667,8.0,1.0,1.0,2.168,2.168,60.758,37.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0.941
1,162782917,162821373,id398,1,38456,0,2,1,0,79.65,79.5,1.0,3.0,1.139,1.139,59.68,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1325,1,0,0,0,0,0.984
1,164356673,164358227,id399,3,1554,0,0,0,0,15.0,15.0,1.0,3.885,1.709,1.709,5.14,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0.921
1,164849170,164851510,id400,1,2340,0,1,0,0,3.0,3.0,0.0,3.885,1.411,1.411,12.565,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.954
1,166747322,166748755,id401,2,1433,0,0,0,0,2.667,2.5,1.0,1.0,2.81,2.81,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0.922
1,166856528,166858283,id402,1,1755,0,1,0,0,1.0,1.0,0.0,3.885,1.616,1.616,16.91,26.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.915
1,167787815,167789270,id403,1,1455,0,1,0,0,3.0,3.0,0.0,3.885,1.041,1.041,5.63,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.947
1,168022986,168027706,id404,1,4720,0,1,0,0,3.167,3.5,1.0,1.0,1.041,1.041,6.542,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.933
1,168055346,168056485,id405,3,1139,0,1,1,0,2.0,2.0,0.0,3.885,1.041,1.041,11.12,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0.949
1,168369498,168372326,id406,1,2828,0,0,0,0,2.0,2.0,0.0,3.885,1.041,1.041,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.925
1,168540478,168546556,id407,1,6078,0,1,0,0,6.0,6.0,0.0,3.885,1.041,1.041,31.11,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0.975
1,168574042,168581693,id408,1,7651,0,1,0,0,3.778,4.0,0.0,1.0,1.041,1.041,20.67,5.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.975
1,168676917,168678231,id409,1,1314,0,0,0,0,7.0,7.0,0.0,3.885,1.041,1.041,69.552,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0.954
1,169131293,169132720,id410,1,1427,0,2,0,0,34.667,34.5,1.0,1.0,2.282,2.282,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.928
1,169387007,169388220,id411,1,1213,0,0,0,0,65.0,65.0,1.0,2.0,2.282,2.282,11.91,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.907
1,169417381,169422315,id412,1,4934,0,1,0,0,63.833,64.0,0.0,2.0,2.282,2.282,30.626,118.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.927
1,171269457,171271685,id413,1,2228,0,1,0,0,42.333,42.5,1.0,1.0,1.452,1.452,31.596,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0.932
1,171339859,171341158,id414,1,1299,0,2,0,0,40.5,40.5,1.0,1.0,1.452,1.452,6.13,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.962
1,171683061,171684492,id415,1,1431,0,0,0,0,37.5,37.5,0.0,1.0,1.452,1.452,14.03,6.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0.927
1,172441655,172442814,id416,1,1159,0,2,0,0,4.333,4.5,1.0,1.0,1.766,1.766,102.422,290.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.921
1,173139726,173142372,id417,1,2646,0,0,0,0,9.0,9.0,1.0,3.885,0.649,0.649,31.596,39.412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0.905
1,173234959,173235983,id418,1,1024,0,1,0,0,16.0,16.0,0.0,3.885,0.649,0.649,17.775,5.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.947
1,174841966,174843219,id419,1,1253,0,0,0,0,12.0,12.0,1.0,3.885,1.263,1.263,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0.925
1,175044336,175045848,id420,1,1512,0,0,0,0,17.667,17.5,1.0,1.0,1.263,1.263,4.62,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0.938
1,176614672,176616385,id421,1,1713,0,1,0,0,34.667,34.5,1.0,1.0,0.133,0.133,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.931
1,176678430,176680304,id422,1,1874,0,1,0,0,31.333,31.5,1.0,1.0,0.133,0.133,80.533,39.412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0.978
1,178006141,178008151,id423,1,2010,0,2,0,0,5.667,5.5,1.0,1.0,0.756,0.756,8.8,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.949
1,178746345,178747757,id424,1,1412,0,1,0,0,4.0,4.0,0.0,3.885,0.756,0.756,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.927
